page_url,title,type,question_id,activity,sub_question_label,active,median,resolution_criteria,fine_print,fan_graph,custom_group
/questions/5383/donald-trump-usa-president-on-2021-01-21/,Will Donald Trump be President of the United States of America on 2021-01-21?,forecast,5383,0.0,,RESOLVED,0.01,"This question resolves positive if Donald Trump is the President of the USA at 12:00 AM EST on 2021-01-21.

It resolves negative if he is not president at that time",,False,
/questions/5396/prop-16-in-california-2020/,Will proposition 16 be passed in the 2020 California election?,forecast,5396,0.0,,RESOLVED,0.31,This question resolves positively if credible media report that proposition 16 passed in the 2020 California election,,False,
/questions/5397/prop-21-in-california-2020/,Will proposition 21 be passed in the 2020 California election?,forecast,5397,0.0,,RESOLVED,0.43,This question resolves positively if credible media report that proposition 21 passed in the 2020 California election,,False,
/questions/5426/senate-control-after-2020-decided-by-x-votes/,By how many votes will the losing party fall short of winning control of the Senate in the 2020 Senate elections?,forecast,5426,0.0,,RESOLVED,0.10729,"The number of votes by which the losing party falls short of winning control of the Senate will be determined by summing the number of votes in each of the closest state Senate elections (measured in absolute number of votes) necessary for that Party to have won the election, based on the best available published estimates of the margin of victory in each state Senate election.

If the Republican Party retains control of the Senate after the 2020 elections, this question will resolve as the number of votes the Democratic Party fell short by; if the Democratic Party wins control of the Senate it will resolve as the number of votes the Republican Party fell short by.","For details on how party affiliation and how Senate majority are determined, this question will resolve according to the same detailed criteria given under ""See the Full Rules"" on the PredictIt question [Which party will control the Senate after 2020 election?](https://www.predictit.org/markets/detail/4366/Which-party-will-control-the-Senate-after-2020-election). That is, in the case of an apparent tie in the Senate, the majority party will be considered to be the party that is the same party as the Vice President. Similarly, a Senator's party affiliation shall be determined by whichever party’s caucus she or he is a member of following the election or would have been a member of had he or she been elected (meaning that e.g. Independent Party Senators may be considered to contribute to either the Democratic or Republican Party's numbers depending on which party's caucus they are a member of).

Since the Vice President fits into the definition of which party controls the Senate above, if it is the case that the margin of victory that the Vice President won by (measured in absolute number of votes made by regular voters, not by presidential electors) is low enough that changing that outcome would be the most efficient way to change which party controls the Senate, then the margins of victory for the 2020 general election state popular votes may be factored into the determination of the number of votes by which the losing party falls short by.",False,
/questions/5427/tax-on-childlessness-in-russia-before-2024/,Will the Russian government introduce a tax on childlessness prior to the 2024 presidential election?,forecast,5427,0.0,,CLOSED,0.25,"The question resolves positively if the Russian government introduces, prior to the 2024 presidential election in Russia, either:

* An explicit tax on childlessness.
* A tax levied on each person except those with children.

For the question to resolve positively, the tax should be active in at least 10 out of 85 [federal subjects](https://en.wikipedia.org/wiki/Federal_subjects_of_Russia) and apply to at least a quarter of all Russian adults under the age of 50.

The tax may apply either to married couples or individuals, in both cases the question resolves positively. A tax cut for people who do have children does not count.","If the presidential election 2024 doesn't take place, the question resolves on 17 March 2024 12:00 AM, as if the election had happened.",False,
/questions/5434/gladys-berejiklians-premiership/,[Short Fuse] Will Gladys Berejiklian cease to be Premier of NSW by 1 December 2020?,forecast,5434,0.0,,RESOLVED,0.08,"The question will resolve positively if, before 1 December 2020, it is reported by two or more major news sources in Australia that Ms Berejiklian is no longer Premier of NSW.

For the purposes of this question, major news sources in Australia are the ABC, The Sydney Morning Herald, The Guardian, The Australian.

The question will close retrospectively, 24 hours before the event occurs",,False,
/questions/5440/fatality-due-to-post-us-election-violence/,Will there be at least 10 fatalites caused in post-election political violence in the United States?,forecast,5440,0.0,,RESOLVED,0.36,"This question resolves on the basis of credible media reports that link deaths to election-related violence. Note that such deaths must occur as a direct result of violent confrontation that is primarily linked to election activity. For example, a fatal clash at the polls or at an election-related protest would count. By contrast, a fatal clash at a Black Lives Matter protest would not count since this would not be primarily linked to the election. Any deaths that occur due to violence before 3 November or after 20 January would not count for this question.

----

***To participate in the contest and be eligible for the prizes, you must answer this question in the [dedicated survey linked here](https://bgupsych.eu.qualtrics.com/jfe/form/SV_2gw83ZGjcPYqhUh).**",,False,
/questions/5448/democratic-majority-in-the-us-senate/,Will Democrats win a majority in the senate in the 2020 elections?,forecast,5448,0.0,,RESOLVED,0.68,"The question resolves positively if Democrats hold 51 seats or more in the Senate according to the official election results.

For the purpose of this question, counts of Democratic seats includes all independent senators who caucus with the Democrats.

----

***To participate in the contest and be eligible for the prizes, you must answer this question in the [dedicated survey linked here](https://bgupsych.eu.qualtrics.com/jfe/form/SV_cATWWbMwP0MCgpn).**",,False,
/questions/5449/will-polling-accurately-call-the-elections/,Will polling in the US presidential election miss the true results by 3 percentage points or more?,forecast,5449,0.0,,RESOLVED,0.4,"***This question is part of the 20/20 Insight Tournament. To participate, you’ll need [to fill out this survey](https://bgupsych.eu.qualtrics.com/jfe/form/SV_6XyZdE41rcAsbDT).*** 

***Each question comes with a unique survey linked at the top of the question. To be eligible for prizes, you need to fill out each survey for each of the questions [in this list](https://www.metaculus.com/questions/?search=cat:series--2020insight). Read more [here](https://www.metaculus.com/questions/5336/the-2020-insight-forecasting-contest/).***


Prior to the 2016 US presidential elections, the latest polling averages [indicated ](https://www.realclearpolitics.com/epolls/2016/president/us/general_election_trump_vs_clinton-5491.html)that Democratic candidate Hillary Clinton would win the popular vote versus Republican candidate Donald Trump by a margin of +3.2%. The true margin in the popular vote turned out to be only +2.1% in favor of Clinton. In other words, the disparity between the average margin in the polls and the true margin was 1.1%.


As of 15 October 2020, RealClearPolitics.com is [reporting ](https://www.realclearpolitics.com/epolls/2016/president/us/general_election_trump_vs_clinton-5491.html)an average margin of +9.2% in favor of Democratic candidate Joe Biden over Donald Trump. 

This question asks:

***Will polling in the US presidential election miss the true results by 3% percentage points or more?***

This question resolves positively if the final results of the popular vote indicate a margin between the candidates that is wider or narrower by 3 percentage points or more than the latest available spread according to [RealClearPolitics.com](https://www.realclearpolitics.com/epolls/2020/president/us/general_election_trump_vs_biden-6247.html). The question resolves negatively if this disparity is less than 3.0%.

----

***To participate in the contest and be eligible for the prizes, you must answer this question in the [dedicated survey linked here](https://bgupsych.eu.qualtrics.com/jfe/form/SV_6XyZdE41rcAsbDT).***",,False,
/questions/5462/erin-otoole-to-be-pm-of-canada-before-2024/,Will Erin O'Toole become Prime Minister of Canada before 2024?,forecast,5462,8.244780106741077e-26,,CLOSED,0.38,"This question resolves positively if at any point before 1 January 2024, Erin O'Toole holds the office of Prime Minister of Canada. It resolves negatively if this does not happen.

In the event that a federal election is due to take place before this question closes, the question shall be closed 24 hours before polls open.","Holding the position of Prime Minister–Designate does not count. 

Further, being the Acting Prime Minister does not count: O'Toole must formally hold the office of Prime Minister of Canada for a positive resolution.",False,
/questions/5502/comparing-538-and-predictit-forecasts-in-2020/,Will 538 outperform PredictIt forecasting the 2020 Presidential Elections?,forecast,5502,0.0,,RESOLVED,0.76,"To compare, we will score each set of predictions using a Brier score averaged over all N=51 races, computed as

\[ S = \frac{1}{N}\sum_{i=1}^{N}\sum_{j=1}^{M}(p_{ij}−o_{ij})^2 \]

where \( j \) enumerates the \(M_i\) possible outcomes (i.e. possible winners) in the \(i\)th race out of N, where \(p_{ij}\) is the forecast probability of candidate \(j\) winning the \(i\)th race, and \(o_{ij}\) is assigned 1 if candidate \(j\) wins the \(i\)th race, and 0 otherwise.

For example, if PredictIt assigned 52% to Trump and 48% to Biden in Texas and if Trump won then PredictIt would achieve a Brier Score of
\[ S=(0.52−1)^2+(0.48−0)^2=0.4608 \]

A lower Brier score is better, with perfect predictions corresponding to S=0. 

This question resolves positively if the Brier score for the 51 races is lower for 538's probabilities than for PredictIt's probabilities, where we will take values as of 1400 UTC on 02-Nov-2020, and election outcomes as reported over the coming days.

To obtain the PredictIt probabilities, we will download the market data from [here](https://www.predictit.org/api/marketdata/all/) ; take the average of the prices for each contract (ie (bestSellYesCost + bestBuyYesCost + (1-bestSellNoCost) + (1-bestBuyNoCost))/4) ; and convert to probabilities as Dem_Probability = Dem_Price / (Dem_Price + Rep_Price).


To obtain the 538 probabilities we will download the CSV from [here](https://projects.fivethirtyeight.com/2020-general-data/presidential_state_toplines_2020.csv) and take the winstate_inc for Republicans and winstate_chal for Democrats in each state. (Ignoring congressional district specific probabilities",,False,
/questions/5503/comparing-538-and-economist-forecasts-in-2020/,Will 538 outperform The Economist forecasting the 2020 Presidential Election?,forecast,5503,0.0,,RESOLVED,0.5,"To compare, we will score each set of predictions using a Brier score averaged over all N=51 races, computed as

\[ S = \frac{1}{N}\sum_{i=1}^{N}\sum_{j=1}^{M}(p_{ij}−o_{ij})^2 \]

where \( j \) enumerates the \(M_i\) possible outcomes (i.e. possible winners) in the \(i\)th race out of N, where \(p_{ij}\) is the forecast probability of candidate \(j\) winning the \(i\)th race, and \(o_{ij}\) is assigned 1 if candidate \(j\) wins the \(i\)th race, and 0 otherwise.

For example, if The Economist assigned 52% to Trump and 48% to Biden in Texas and if Trump won then The Economist would achieve a Brier Score of
\[ S=(0.52−1)^2+(0.48−0)^2=0.4608 \]

A lower Brier score is better, with perfect predictions corresponding to S=0.

This question resolves positively if the Brier score for the 51 races is lower for 538's probabilities than for The Economist's probabilities. We will download each model's ""model outputs"" from their respective websites at 1400 UTC 02-Nov-2020

To obtain the 538 probabilities we will download the CSV from [here](https://projects.fivethirtyeight.com/2020-general-data/presidential_state_toplines_2020.csv) and take the winstate_inc for Republicans and winstate_chal for Democrats in each state. (Ignoring congressional district specific probabilities)

To obtain The Economist's probabilities we will download the model outputs zip [here](https://cdn.economistdatateam.com/us-2020-forecast/data/president/economist_model_output.zip), and use the values from the state_averages_and_predictions_topline.csv fil",,False,
/questions/5504/maximum-chance-538-assigns-trump-live/,What will be the maximum probability 538 assigns Trump in their live election prediction?,forecast,5504,0.0,,RESOLVED,0.16144,"This question resolves as the maximum probability (in percentage points) that FiveThirtyEight assigns to Donald Trump winning re-election in their *live* election prediction. Resolution will be made via credible evidence given by linking to either the official live prediction timeline, or an archive of the live prediction. If FiveThirtyEight does not release a live prediction, this question resolves ambiguously",,False,
/questions/5505/major-network-to-call-election-prematurely/,Will a major network call the election prematurely?,forecast,5505,0.0,,RESOLVED,0.13,"This question resolves positively if any of the following major news networks call the 2020 presidential election for a candidate who does not eventually win the election (as defined by whoever wins at least 270 votes in the electoral college, or a majority in the House of Representatives in case no candidate receives a majority in the electoral college).

* Fox News
* Associated Press
* NBC
* ABC
* CBS
* PBS
* MSNBC
* CN",,False,
/questions/5525/ivf-based-embryo-selection-for-intelligence/,When will 100 babies be born whose embryos were selected for genetic scores for intelligence?,forecast,5525,1.173249817032948e-27,,OPEN,0.14773,"This question resolves positively as the date of the birth of the 100th baby who were developed from an embryo selected for polygenic scores for intelligence, according to credible reports.","Positive resolution does not require the selection to be based solely on polygenic scores for intelligence—other factors could be taken into account.

Positive resolution requires the application of such procedures to aim for selecting for (amongst perhaps other things) improved cognitive abilities.

Positive resolution does not require the selection methods to reliably work at yielding improved cognitive abilities relative to the predicted counterfactual cases.

In case the question does not resolve before 2090-10-25, the question resolves as "">2090-10-25"".",False,
/questions/5534/labor-seats-after-next-victorian-election/,What percentage of Legislative Assembly seats will the Australian Labor Party win at the next Victorian state election?,forecast,5534,2.2933032407081753e-183,,RESOLVED,0.54206,"The question will resolve according to official reports by the Victorian Electoral Commission. 

In the unlikely event that the Electoral Commission reports elected candidates but not their party affiliation, reliable news media like the ABC can be used instead.","If the Labor Party does not contest the next state election, this question resolves ambiguously. 

If the election date is changed, that will not affect the resolution - but the question should be closed one week before whatever the election date is changed to.

If the Labor Party splits before the next election, whichever party is considered the continuing party by the Victorian Electoral Commission (e.g. whichever keeps the party name) will count towards resolution of this question. If neither, then this question resolves ambiguously. 

A candidate that leaves or is expelled from the Labor Party before the election will not count towards the total, even if they leave the party so late that the party name is printed beside theirs on the ballot paper. A candidate that leaves or is expelled from the Labor Party after the election will count towards the total.",False,
/questions/5596/fall-2020-metaculus-moderator-election/,Fall 2020 Metaculus Moderator Election,discussion,5596,2.0485032213426208e-203,,OPEN,N/A,,,False,
/questions/5632/gop-controls-us-senate-in-2023/,Will Republicans control the US Senate after the 2022 election?,forecast,5632,2.7281921157577617e-154,,RESOLVED,0.6,"This question will resolve as **Yes** if, on February 1, 2023, the US Senate Majority Leader is a Republican",,False,
/questions/5643/us-election-concession-date/,"In the 2020 US Presidential election, when will the losing candidate concede? [closes 2021-01-20]",forecast,5643,0.0,,RESOLVED,1.001,"There are [growing concerns](https://www.vox.com/policy-and-politics/2020/6/3/21257133/trump-2020-election-meltdown-lawrence-douglas) in the United States that, if he loses the 2020 election, President Donald J. Trump will refuse to concede defeat and exit the office.

Regardless of who loses the 2020 Presidential Election, when will the loser publicly announce that they concede?

This question resolves to the date at which the losing candidate concedes that they have lost the 2020 US Presidential Election, as long as they do not explicitly rescind said concession within 24 hours. This candidate may do this in any venue so long as it is public (e.g. a Tweet will suffice). They may do so using any phrasing (so long as it is sufficiently clear that they have accepted that they will not legally be President on 2021-01-21).

For the purposes of this question, it does not matter whether claims that the election was unfair or rigged are attached to a concession -- any statement of the form ""[Anyone other than Candidate X] won [the 2020 US presidential election] [...almost any other phrase]"" is considered a concession by Candidate X.

*ETA 2020-11-17 If the question does not resolve before > Jan 18, 2021, it resolves as ""> Jan 18, 2021"".*",,False,
/questions/5656/will-trump-freely-leave-the-white-house/,Will Trump freely leave the White House?,forecast,5656,0.0,,RESOLVED,0.96,"This question resolves positively if at least 3 credible media sources all independently report evidence that Trump left the White House willingly, and free from force or the threat of force on or before inauguration day 2021, with no evidence of intention to return (except as a potential guest, or if he wins the presidency again in some future election). Otherwise, it resolves negatively. 

A threat of force is constituted by an order by a legitimate authority, such as a Secret Service agent or a judge. In other words, at least one person who has legal authority to forcefully order Trump to leave the White House must order/force him to leave for this question to resolve negatively. A pre-emptive reminder of his official scheduled departure at 12 PM January 20th 2021 does *not* count as an order.

In the case of a dispute between credible sources, or the absence of clear evidence, this question resolves ambiguously",,False,
/questions/5687/trump-indictment-on-obstruction-of-justice/,Will Trump be indicted for obstruction of justice before 2026?,forecast,5687,5.230925889818514e-77,,RESOLVED,0.98,"This question will resolve as **Yes** if Trump is indicted for obstruction of justice by December 31, 2025.  This indictment may be for any obstruction charge, e.g. it may resolve as ""yes"" even if the alleged obstruction is not related to Russia's 2016 election interference.",,False,
/questions/5712/biden-2024-re-nomination/,Who will be the Democratic nominee for the 2024 US Presidential Election? (Joe Biden),forecast,5712,1.098172432557878,,OPEN,0.9,"This question will resolve as **Yes** for the candidate below who is selected by the Democratic National Convention as the nominee for the 2024 US Presidential Election.  All other candidates not selected by the DNC will resolve as **No**, for whatever reason (if they are deceased, choose not to seek nomination, withdraw candidacy, are not selected by delegates, or any other reason).  This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who recieves the Democratic nomination on the day of the 2024 US election, it is solely determined by who is selected by the delegates of the [Democratic National Convention](https://en.wikipedia.org/wiki/Democratic_National_Convention).","If there is no Democratic National Convention convened in the year 2024, or that convention does not select a nominee, this question will resolve as **Ambiguous**.",False,11379
/questions/5717/will-trump-be-elected-potus-in-2024/,Who will be elected to be US President in 2024? (Donald Trump),forecast,5717,2.656108279579406,,OPEN,0.355,"This question will resolve as **Yes** for the person who wins the 2024 US presidential election, and **No** for all other options.  This will be the person who wins the majority of votes in the [Electoral College](https://en.wikipedia.org/wiki/United_States_Electoral_College), or selected by Congress following the contingency procedure in the [Twelfth Amendment](https://en.wikipedia.org/wiki/Twelfth_Amendment_to_the_United_States_Constitution).

This question is not limited to the individuals currently listed below; the question may resolve as **No** for all listed options, and options may be added later.","This question does not require that the individual winning the 2024 Election wins the popular vote, be projected by news media as winning the election, or to be officially inaugurated or perform any duty of the US President, only that they have been selected by the Electoral College or by US Congress.

In the event that there is no election or certification of the vote by February 1, 2025, this question will resolve as **Ambiguous** for all options.",False,11245
/questions/5730/biden-net-approval-5-through-20-july-2021/,Will Biden keep a +5% net Presidential approval rating throughout his first six months on the job?,forecast,5730,0.0,,RESOLVED,0.75,**Will FiveThirtyEight's estimate of Biden's net presidential approval stay at or above +5% at all times during his first six months in office?**,"The question resolves negatively if Biden drops below 5% in the FiveThirtyEight average even momentarily (assuming this can be documented) at any time between noon January 20th 2021 and noon July 20th 2021. If FiveThirtyEight does not publish this number, admins may substitute the best available alternate source at discretion. If the 538 average is available in multiple variants (such as all polls, polls of likely voters, polls of all adults, etc) then Biden must stay ≥5% throughout the time period in all of them. The question resolves ambiguous if Biden does not take office, or leaves office before noon July 20th without his approval having dropped below 5%. It resolves positively if Biden is President, and his net approval ≥5%, throughout the period.",False,
/questions/5734/gop-to-hold-senate-on-feb-1st-2021/,Will the US Senate Majority Leader be a Republican on February 1st 2021?,forecast,5734,0.0,,RESOLVED,0.58,"This question resolves positively if the Senate Majority Leader is a Republican on February 1st, 2020. You can find information on the Senate Majority Leader on [this page](https://www.senate.gov/artandhistory/history/common/briefing/Majority_Minority_Leaders.htm",,False,
/questions/5747/will-realdonaldtrump-or-potus-be-suspended/,"By February 1st, 2021, will Twitter temporarily or permanently suspend @realDonaldTrump or @POTUS based on alleged violations of Twitter's Terms of Service?",forecast,5747,0.0,,RESOLVED,0.54,"For the purpose of this question, a Twitter account suspension is defined as at least one of:

- An account is required to delete a Tweet before it's able to Tweet again
- An account is unable to send Tweets
- An account's Tweets cannot be viewed by on twitter.com by logged-out readers
- An account's ability to send Tweet is rate-limited in a special manner

This question resolves positively if all of:

- @realDonaldTrump and/or @POTUS is suspended (as defined above) 
- The suspension is based on alleged violation(s) of Twitter's Terms of Service
- The suspension is intentional (not due to technical error)
- The suspension is not due to a [rogue employee](https://www.theverge.com/2017/11/2/16600732/donald-trump-twitter-account-gone-realdonaldtrump)
- The suspension is not due to [an account being hacked or at risk of being hacked](https://www.cbsnews.com/news/twitter-hack-verified-accounts-social-engineering-bitcoin-scam/)

In case of positive resolution, this question is retroactively closed 24 hours before the suspension begins.

An official statement from Twitter is not required to resolve positively. However, an official statement from Twitter can prevent this question from resolving positively if it clearly states that the context of an account suspension does not meet the resolution criteria.

A previous question on the issue [may be found here](https://www.metaculus.com/questions/3257/by-november-2nd-2020-will-twitter-temporarily-or-permanently-suspend-realdonaldtrump-or-teamtrump-or-potus-based-on-alleged-violations-of-twitters-terms-of-service/)",,False,
/questions/5758/2021-ga-special-runoff-margin-of-victory/,What will the margin of victory be between Kelly Loeffler and Raphael Warnock in the 2020 5 Jan GA Special Election?,forecast,5758,0.0,,RESOLVED,0.44555,"This number resolves as the percentage point margin of victory of Kelly Loeffler over Raphael Warnock, per official state results after certification of the vote. This number will be negative if Warnock wins.

For example, if Kelly gets 51.3% of the vote and Warnock gets 47%, this would resolve as +4.3. If Warnock gets 50.1% of the vote and Kelly gets 49.3%, this would resolve as -0.8.

If the election does not proceed with these two candidates as scheduled, the question will resolve ambiguous",,False,
/questions/5766/yang-to-run-for-nyc-mayor-in-2021/,Will Andrew Yang run for mayor of New York in 2021?,forecast,5766,0.0,,RESOLVED,0.98,Will Andrew Yang declare his intention to run for Mayor in the 2021 New York City municipal Democratic primary election?,"This question resolves positively if Andrew Yang states clearly that he will run for Mayor of New York before the Democratic primary filing deadline on April 26th. It resolves negatively if this date passes without such a statement, if Yang runs as in independent or under another party, or if Yang states clearly that he will not be running. Resolution should be supported by credible media reports.",False,
/questions/5781/2021-ga-regular-runoff-margin-of-victory/,What will the margin of victory be between John Ossoff and David Perdue in the 2020 5 Jan GA (Regular) Runoff Election?,forecast,5781,0.0,,RESOLVED,0.50221,"This number resolves as the percentage point margin of victory of David Purdue over John Ossoff, per official state results after certification of the vote. This number will be negative if Ossoff wins.

For example, the actual results from the November election of Purdue getting 49.7% of the vote and Ossoff getting 47.9% would be ""+1.8"".

If hypothetically Ossoff got 50.1% of the vote and Purdue got 49.3%, this would resolve as -0.8.

If the election does not proceed with these two candidates as scheduled, the question will resolve ambiguous",,False,
/questions/5814/2022-us-house-midterm-election/,Will Republicans win control of the US House of Representatives in 2022?,forecast,5814,1.2422936242186097e-192,,RESOLVED,0.85,"This question will resolve as **Yes** if Republicans^ win more than 50% of seats in the US House following the 2022 elections.  If Democrats^ win more than 50% of seats, this question will resolve as **No**. If neither of these parties win more than 50% seats (e.g. an unaligned third party wins seats), then this question will resolve as **Ambiguous**.",.^ Independents who caucus with the Republicans will be counted as Republicans; likewise independents who caucus with Democrats.,False,
/questions/5844/electoral-college-results-challenged/,Will the results of the Electoral College be formally challenged in the House in 2021?,forecast,5844,0.0,,RESOLVED,0.98,"This question resolves positively if at least one formal objection to the 2020 electoral college vote is made in writing and signed by at least one Senator and one member of the House of Representatives, per credible media reporting. (Note that the objection does not need to succeed to count for positive resolution.)

This question resolves negatively if no such objection is made.

This question resolves ambiguously if the certification is not held by 6 Jan 2021. If somehow an objection is made after 6 Jan 2021 but the certification has taken place, the objection will not count for the purposes of this question and the objection will not affect resolution.

If an objection is made, this question will close retroactively to 24 hours before the date of the objection",,False,
/questions/5848/election-fraud-myth-persists/,"On November 2021, will >20% of Americans believe the 2020 election was rigged?",forecast,5848,0.0,,RESOLVED,0.8,"Currently, [according to polling by Reuters/Ipsos](https://www.reuters.com/article/us-usa-election-poll/half-of-republicans-say-biden-won-because-of-a-rigged-election-reuters-ipsos-poll-idUSKBN27Y1AJ), ""about half of all Republicans believe President Donald Trump 'rightfully won' the US election but that it was stolen from him by widespread voter fraud that favored Democratic President-elect Joe Biden"". Despite [media (including Fox News) calling the election for Biden](https://www.washingtonpost.com/media/2020/11/07/fox-news-biden-president/), [Trump's court cases failing](https://www.npr.org/2020/11/10/933112418/the-trump-campaign-has-had-almost-no-legal-success-this-month-heres-what-they-ve), [recounts continuing to show Biden winning](https://www.cnn.com/2020/11/29/politics/biden-dane-county-wisconsin-recount/index.html), [states officially certifying results](https://www.washingtonpost.com/politics/arizona-wisconsin-certify-election/2020/11/30/ec161756-3338-11eb-b59c-adb7153d10c2_story.html), [Trump exhausting all legal options](https://www.lehighvalleylive.com/allentown/2020/11/toomey-on-trumps-legal-fight-president-has-exhausted-all-plausible-options.html), and [AG Barr saying no fraud](https://apnews.com/article/barr-no-widespread-election-fraud-b1f1488796c9a98c4b1a9061a6c7f49d), this conspiracy theory still persists.

Some other prominent political conspiracy theories have lingered around for awhile - as late as 2016, [Morning Consult polling](https://www.nytimes.com/2016/09/24/upshot/it-lives-birtherism-is-diminished-but-far-from-dead.html) found that 33% of Republicans still believe that Obama was not born in America - many years after the rumor was started.

***Will the Election Fraud myth persist among the American public for a full year?***

This question resolves positively if the average of all polls by YouGov, Washington Post, Gallup, PPP, and Morning Consult  conducted in November 2021 show that at least 20% of Americans (not just Republicans) think at least one of:

- the 2020 election was ""rigged""

- the 2020 election was unfair and/or incorrectly decided (or similar wording) with reference in the question to illegal counting and/or fraudulent ballots (unfair media coverage is not sufficient for inclusion in the average, nor is an unspecified ""unfair"")

- Donald Trump is the legitimate and/or rightful president

- Joe Biden is not the legitimate and/or rightful president 

- Donald Trump won in 2020

- Joe Biden lost in 2020

This question resolves negatively if the average of those polls do not show more than 20% of Americans holding any of those views.

This question resolves ambiguously if there is no such polling conducted in November.

[fine-print]
November is defined according to UTC
[/fine-print]",,False,
/questions/5882/2024-us-election-considered-fraudulent/,Will the next US presidential election also be considered fraudulent by the losing party?,forecast,5882,1.6731110207574508e-07,,OPEN,0.5,"For the purpose of this question, the ""losing party"" is defined as the party whose presidential candidate is projected to come in second place in the electoral college vote count by both the AP and Fox News (see fine print). This question resolves positively if ANY of the following come true following the 2024 presidential election,

* The losing candidate states that they consider the election result ""fraudulent"" or ""rigged"", or some very close synonym of those words, as determined by consensus in the comment section of this question. The losing candidate must make this claim before the scheduled inauguration. If there is a dispute as to whether the candidate did indeed say a close synonym of ""fraudulent"" or ""rigged"", and therefore a dispute over whether the word choice counts for positive resolution, then the following method of resolution will be used: if thesaurus.com lists ""fraud"", ""fraudulent"", or ""rigged"" as a synonym of the word, and at least one moderator agrees that it is a close synonym, then it counts for positive resolution.

* The losing candidate refuses to concede two weeks following both the AP and Fox News projecting their opponent to win the election AND neither the AP or Fox News having retracted their projection in that time. For the purpose of this question, a concession is a clear statement from the candidate projected to lose that they have acknowledged their defeat, and that they accept the results of the election. The concession must not be retracted within 48 hours.

* Fewer than 20% of congressional members of the losing party believe that their candidate lost the election as determined by credible media two weeks following both the AP and Fox News projecting the opposite-party candidate to win the election AND neither the AP or Fox News having retracted their projection in that time. By comparison, on December 7th 2020, [just 27 congressional Republicans acknowledge Biden’s win](https://www.washingtonpost.com/politics/survey-who-won-election-republicans-congress/2020/12/04/1a1011f6-3650-11eb-8d38-6aea1adb3839_story.html) according to the Washington Post.

* A survey from the Morning Consult reveals that fewer than 30% of survey participants who are members of the losing party state that the election was ""probably"" or ""definitely"" free and fair in the most recent such survey following projections from both the AP and Fox News. The relevant survey for 2020 can be found [here](https://morningconsult.com/form/tracking-voter-trust-in-elections/).

Otherwise, the question resolves negatively.","For the purpose of this question, a network is said to have ""projected"" a winner if they make some authoritative statement saying that the candidate has won the election, or will win the election once the votes are counted. Crucially, the network does not actually have to use the language of ""projected"" but as long as their reporting follows this definition, it counts as a projection.",False,
/questions/5883/gladys-berejiklians-premiership/,Will Gladys Berejiklian cease to be Premier of NSW before the next state election?,forecast,5883,0.0,,RESOLVED,0.55,"The question will resolve positively if, before midnight of election day for the next NSW Legislative Assembly election, it is reported by two or more major news sources in Australia that Ms Berejiklian is no longer Premier of NSW.

For the purposes of this question, major news sources in Australia are the ABC, The Sydney Morning Herald, The Guardian and The Australian.

The question will resolve retroactively, 24 hours before the event occurs",,False,
/questions/5886/will-the-first-female-potus-be-republican/,Will the first female president of the United States enter office as a Republican?,forecast,5886,1.6620512235556235e-07,,OPEN,0.3,"For a positive resolution, the first female president of the United States must be registered as a Republican on the date she is sworn in as president. She need not be directly elected to the office; succeeding to the presidency also counts.","If there is no female president of the United States before January 1 2100, this question resolves ambiguously.",False,
/questions/5915/will-us-aca-have-public-option-in-2021/,Will the U.S. Affordable Care Act be expanded to include a public option before the end of 2021?,forecast,5915,6.218130954042602e-291,,RESOLVED,0.02,"This will resolve on the basis of whether a “public option” is created that allows any American to buy into a Medicare-like government insurance plan. Such an expansion of the ACA would have to be passed by Congress and signed into law by the President. 

A public option that is limited to certain groups of people — for instance, only those over 50 years of age — would count for resolution",,False,
/questions/5922/scotland-independence-referendum-in-2021/,Will Scotland set a date for a new independence referendum in 2021?,forecast,5922,0.0,,RESOLVED,0.1,This will resolve on the basis of whether in 2021 Scotland schedules a date for a new independence referendum. The UK does not have to agree to this for this question to resolve positively,,False,
/questions/5974/yang-last-round-vote-share-2021-ny-mayor/,What proportion of last-round votes will Andrew Yang get in the 2021 New York mayoral primary election?,forecast,5974,0.0,,RESOLVED,0.02051,"This question will resolve as the proportion of votes recieved by Yang in the last round, after enough candidates have been eliminated to give one candidate 50% or greater votes.  If Yang is eliminated before the last round is reached, it will resolve as 0%.","Question resolves according to official numbers published online by the NYC Board of Elections. Proportion is proportion of last-round votes, not share of the overall electorate as sometimes reported; for example, if [ballot exhaustion](https://ballotpedia.org/Ballot_exhaustion) resulted in a final result reported as Yang 46%, Stringer 40%, Yang's proportion would be .535, not .46.",False,
